r56,Nama,Sisa Stok,Satuan,HNA + PPN,QTY 1,Harga 1,Disc1,QTY2,Harga2,Disc2,QTY3,Harga3,Disc3,QTY4,Harga4,Disc4,QTY5,Harga5,Disc5
DBL9117606937A1,PAMOL SYR 60 ML,70,PC,37296,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0
DBL9117801110A1,NASPRO,62,BOX,26862,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DBL9206307910A1,ERLAMOL 100`S TAB (HIJAU),678,BOX,27524,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DBL9223401837A1,MIRASIC SYRUP APEL 60 ML,151,PC,0,1,6150,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9223402101A1,MIRABION KAP 100`S,27,BOX,0,1,30300,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9230902433A1,NEO KAOMINAL SUSP**,0,PC,0,1,5550,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9230902704A1,ALPHAMOL 150`S**,28,BOX,0,1,43250,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9300910663A1,BUFANTACID TAB,188,BOX,0,1,29000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9316905710A1,OMEGDIAR 100`S TAB**,0,BOX,0,1,19930,0,5,19677,0,10,19425,0,0,0,0,0,0,0
DBL9322707337A1,BODREXIN DEMAM 60 ML,194,PC,12500,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
DBL9330903310A1,MOLAGIT TAB 150`S,37,BOX,0,1,68200,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9400912504A1,EKACETOL 500 KAP 100`S,0,BOX,0,1,27750,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9415301812A1,SP TROCHES MEIJI RASA STRW ISI 12`S $$,604,BOX,14978,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DBL9423403863A1,CARSIDA TAB 100`S,22,BOX,0,1,28500,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9424502004A1,PANADOL MERAH / EXTRA,250,BOX,119547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9507101404A1,EMTURNAS KAP 100`S *NORETUR*,306,BOX,0,1,18850,0,10,18600,0,0,0,0,0,0,0,0,0,0
DBL9507805909A1,HUFANEURON 100`S**,191,BOX,0,1,48000,0,10,47750,0,0,0,0,0,0,0,0,0,0
DBL9509204704A1,FASIDOL TAB 100`S,374,BOX,0,1,28300,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9604414933A1,ANFLAT FORTE SYR 100 ML,120,PC,19425,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
DBL9609205809A1,NUTRALIX KAP 100`S,0,BOX,0,1,46603,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9615806416A1,NEUROBION FORTE PINK ISI 25 / B $$,0,BOX,1092175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9615806416A2,NEUROBION FORTE PINK ISI 5 / K,0,BOX,218410,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DBL9615806416A3,NEUROBION FORTE PINK ISI 5 / K NEW $$,585,BOX,218410,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9615806416A4,NEUROBION FORTE PINK ISI 3,0,BOX,131097,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9615806416A5,NEUROBION FORTE PINK ISI 25 / B NEW $$,31,BOX,1092175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9624502804A1,PANADOL BIRU,126,BOX,105450,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DBL9709207933A1,TRIANTA SUSP 60 ML,0,PC,0,1,6100,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9710801404A1,ITAMOL 500 MG 100`S,93,BOX,0,1,33600,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9710802637A1,ITAMOL SYRUP 60 ML,0,PC,0,1,6250,0,72,6150,0,0,0,0,0,0,0,0,0,0
DBL9722221636A1,SANMOL DROP 15 ML,827,PC,0,1,19869,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9806310604A2,ERLAMOL 500 MG KAP 100`S (KUNING),0,BOX,27524,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DBL9906411904A1,ERPHAMOL 500 MG KAP 100`S *NORETUR*,71,BOX,0,1,33850,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9907808433A1,HUFAMAG PLUS SYR 60 ML**,1700,PC,0,1,7150,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9910903937A1,ITRASAL OB PEPERMINT 100 ML,0,PC,0,1,4087,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9910904004A1,ITRAMOL KAP 100`S,38,BOX,0,1,30500,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9927911133A1,TRIOCID SUSP 60 ML,869,PC,0,1,7600,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9933400104A2,KAMOLAS 100`S KAP,1,BOX,0,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,0
DBL9933400237A1,KAMOLAS SYR 60 ML,0,PC,0,1,5400,0,0,0,0,0,0,0,0,0,0,0,0,0
DK10252501439A1,BEROTEC 0.1 MG *NO RETUR*,14,PC,302526,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
DK10868204416A1,DIANE - 35 TAB,74,BOX,176988,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
DK19451600515A1,CARDIO ASPIRIN 100MG (BY),0,BOX,69256,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKI0251302067B1,SYMBICORT 60 DOSES 160/4.5/DOSES,0,PC,340166,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
DKI0251302067B2,SYMBICORT 120 DOSES 160/4.5/DOSES,0,PC,597104,1,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0
DKI0252501510A1,SIFROL 0.125 MG 30`S *NORETUR*,0,BOX,353548,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
DKI0361300110A1,POSTINOR 2 (1 CTN = 360 BOX),0,BOX,30525,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKI0361300110A2,POSTINOR 2 (1 CTN = 270 BOX),574,BOX,30525,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKI0382001939A1,VENTOLIN INHALER CFC FREE,77,PC,154421,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKI055200210A1,MICARDIS TAB 40 MG 20`S / K,0,BOX,464258,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0
DKI0767506738A1,CATAFLAM FAST 50 MG 9`S,0,BOX,87901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DKI1030600201A1,HYDROXYUREA MEDAC 500 MG *NORETUR*,0,BOX,507936,1,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1057505101A1,XENICAL 21`S,0,PAK,255174,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1151302568A1,PULMICORT RESPULES 0.25 MG,0,BOX,442353,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKI1151302568B1,PULMICORT RESPULES 0.5 MG,0,BOX,548639,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKI1152502775A1,"COMBIVENT 2,5 ML UDV 20",69,BOX,513153,1,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1191600568B2,SERETIDE 125 INHALER,0,BOX,195461,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKI1214500411A1,FLUIMUCIL 600 MG EFFERVESCENT TAB 10`S,0,PC,144855,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKI1227000510B1,BETASERC TAB 24 MG,0,BOX,259851,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
DKI1301600117B1,GLUCOVANCE 500/2.5 MG (BIRU) *NORETUR*,0,BOX,436662,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKI1435200117A1,ARCOXIA 60 MG ISI 30` *NORETUR*,0,BOX,441947,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DKI1509700503A1,PLETAAL SR 100 MG KAP 30`S,0,BOX,526895,1,0,35,2,0,37.5,0,0,0,0,0,0,0,0,0
DKI1553300715A1,PANTOZOL 20 MG BIRU,0,BOX,115440,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DKI1553300715B1,PANTOZOL 40 MG KUNING,0,BOX,146520,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DKI1697300610A1,GALVUS 50 MG TAB 2`S,2,BOX,241378,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0
DKI1701700417A1,UPERIO 50 MG 28`S BIRU,16,BOX,546693,1,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1701700417B1,UPERIO 100 MG 28`S ORANGE,6,BOX,683756,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
DKI1729000610A1,FEBURIC 80 MG 30`S,0,BOX,666000,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1808900417C1,LIXIANA TAB 60 MG 28`S,0,BOX,777000,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKI182800416A1,MICROGYNON LIBI 28`S (PAK) (BY),1995,PC,21892,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKI1952000115B1,PROSOGAN FD 30 MG TAB 28`S *NO RETUR*,0,BOX,566794,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKI1972200401A1,XENICAL 120 MG 21`S,0,BOX,295394,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DKI1991500167A1,SERETIDE DISKUS 50/100 MCG *NO RETUR*,0,BOX,261938,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKI2018603301A1,FLUVIR 10 CAPSULES,0,BOX,199800,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKI2055200210B1,MICARDIS TAB 80 MG / B,0,BOX,601878,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0
DKI2071602129A1,ULTRAPROCT N CREAM 10 GR,17,TUBE,127976,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKI2133900602A1,AVODART 0.5 MG 30`S,15,BOX,407425,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
DKI2191601556A1,AVAMYS NASAL SPRAY,26,BTL,267044,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKI2264700143A1,BUSCOPAN 20 MG / ML AMPUL 10`S,0,BOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKI700196A1,BIFIDO (SILDENAFIL) 50 MG,0,PAK,333000,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
DKI92802000368A,VENTOLIN NEBULES 2.5 MG (4X5),0,BOX,292194,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKI9282000368A1,VENTOLIN NEBULES 2.5 MG (4X5) NEW,0,BOX,292194,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKI9451600515A,CARDIO ASPIRIN NEW 100 MG 30`S,42,BOX,69256,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKI9855600148A1,TARIVID OTIC 3 MG KALBE 5 ML,0,PC,94350,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKI9981000115B1,SALOFALK 500 MG 100`S TAB,0,BOX,1454100,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DKL0009212929A1,PRODERMIS CREAM 5 GR,142,TUBE,0,1,5700,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0009213009A1,MIONALGIN 100`S KAP,50,BOX,0,1,55650,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0009315529A1,BACTODERM CR 5 GR (BIRU) / K,66,PC,45510,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0009315529A2,BACTODERM CR 10 GR (BIRU) / B,39,PC,74259,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0010706229A1,DERCASON CRM 5 GR,0,TUBE,19980,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKL0010803533A1,LICOPRIMA 240 MG SYR 60 ML,0,PC,0,1,5096,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0015614929A1,TUDERM-N CR 5 GR,0,PC,12210,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0
DKL0019919602,KOLKATRIOL `F` 0.5 MG (MERAH),0,PC,333000,1,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0028602241B1,REGROU FORTE 5% LIQUID 30 ML,0,PC,120700,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0028603028A1,MEDIKLIN 1% GEL 15G ORANGE,165,PC,30192,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0032500404B2,LICODEXON 0.75 MG 200`S KAPLET (BIRU),17,BOX,0,1,29500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0033400704A1,SOLDEXTAM TAB 200`S,86,BOX,0,1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0033400904A1,SOLASIC 500 MG 100`S,0,BOX,0,1,29264,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0033401301A1,SOLATHIM 100`S KAP,0,BOX,0,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0033401904A1,SOLPENOX 500 KAP 100`S,21,BOX,0,1,55500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0103808246A1,CENDO TOBRO MINIDOSE 5`S 0.6 ML,6,PC,21229,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0104517109A1,OSSOPAN 800 60`S,2,BOX,333000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DKL0108504704A,BINTAMOX 500 MG 100`S NEW,201,BOX,0,1,53000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0108504704A1,BINTAMOX 500 MG 100`S,0,BOX,0,1,53000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0110803804A1,DOLO LICOBION 100`S TABLET,35,BOX,0,1,52000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0111618501A1,KALXETIN 20 MG 30`S,0,BOX,290820,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKL0111618501B1,KALXETIN 10 MG 30`S *NORETUR*,0,BOX,175824,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0
DKL0116907310A1,OMEGZOLE 200 MG 100`S TAB**,0,BOX,0,1,67105,0,10,66600,0,0,0,0,0,0,0,0,0,0
DKL0121203030A1,ESPERSON 0.25% CRM 5G / K,25,PC,73180,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0121203030A2,ESPERSON 0.25% CRM 15G / B,0,PC,168452,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0127508104A2,FLACOID 0.75 MG KLG,46,PC,0,1,5300,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0133502517A1,IRVELL 150 MG 20`S TAB,0,BOX,188700,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0133502517B1,IRVELL 300 MG 20`S,0,BOX,255300,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203808346A1,CENDO TOBROSON ED 5 ML,43,PC,51337,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203808346A2,CENDO TOBROSON MINIDOSE 0.6 ML,59,PC,32190,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203808546A1,CENDO TONOR 0.5% 5 ML,0,PC,55500,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203808546A2,CENDO TONOR 0.5 % MINIDOSE 5`S 0.6 ML *HUKI,0,PC,42291,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203809046A1,CENDO NONCORT MINIDOSE 5`S 0.6 ML,4,PC,46897,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203809046A2,CENDO NONCORT 5 ML,0,PC,41625,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203809246A1,CENDO FLOXA ED 5 ML,19,PC,33883,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0203809246A2,CENDO FLOXA MINIDOSE 0.6 ML,22,PC,29692,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0206311246A1,GENOINT TETES MATA,0,PC,11285,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0206311246A2,GENOINT TETES MATA NEW,1282,PC,11285,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0206502104A1,ETAMOX 500 KAPLET 100`S,120,BOX,0,1,57250,0,5,57000,0,0,0,0,0,0,0,0,0,0
DKL0208505710A1,DANASONE 200`S TAB,1192,BOX,0,1,19750,0,5,19500,0,0,0,0,0,0,0,0,0,0
DKL020850702,SKIZON 10 G,39,PC,0,1,7900,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0208507109A1,SPASMINAL NEW,346,BOX,0,1,98500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0208507110A1,SPASMINAL (HE),0,BOX,0,1,58780,0,10,58275,0,0,0,0,0,0,0,0,0,0
DKL0209213829A1,CLONADERM CRM 5 GRAM,160,TUBE,0,1,7800,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0209304801B1,HYPERCHOL 300 KAP 30`S,1,BOX,320513,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0209304801C1,HYPERCHOL 200 M KAP 30`S,0,BOX,346154,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
DKL0210706710A1,CRONITIN TAB 10 MG 100`S *NORETUR*,3,BOX,122100,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
DKL0210706948A1,NELICORT TETES TELINGA 5 ML *NORETUR*,154,PC,25530,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKL0211633310A1,FREGO 5 MG TAB 50`S,0,BOX,444000,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKL0211633310B1,FREGO 10 MG 50`S TAB,2,BOX,499500,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKL0211633930A1,KALMICETINE CRM 20 MG 15 G,209,PC,16650,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
DKL0211634133A1,KALMICETINE SYR 60 ML,0,PC,17760,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKL0211634801A1,KALMICETINE 250 MG 100`S *NORETUR*,109,BOX,122100,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKL0213020829A1,DESOMEX CREAM 10 GRAM,225,PC,26640,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0227508404A2,"FLACOID 0,5 MG KLG",0,PC,0,1,3960,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0231406809A1,BIROPYRON 100`S NEW (1 CTN = 100 BOX),246,BOX,0,1,49000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0231406809A2,BIROPYRON 100`S,0,BOX,0,1,44000,0,10,43750,0,0,0,0,0,0,0,0,0,0
DKL0233304243A1,MERSIBION 5000 MERSI INJ,0,BOX,0,1,33500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234000133A,NOVACHLOR SYRUP 60 ML NEW (1 CTN = 60 PC)*NO RETUR,30,PC,0,1,9300,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234000133A1,NOVACHLOR SYRUP 60 ML *NO RETUR*,0,PC,0,1,9300,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234000209A1,NOVAPYRON KAP 100`S *NO RETUR*,163,BOX,0,1,47125,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234000601B1,NOVABIOTIC 500 MG KAP 100`S *NO RETUR*,0,BOX,0,1,66800,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234001009A1,NOVASTAN 500 MG 100`S *NO RETUR*,83,BOX,0,1,29000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234001201A1,NOVACYCLINE 250 MG 500`S *NO RETUR*,0,BOX,0,1,220000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0234600329A1,CINOGENTA CREAM 10 GR,0,PC,47175,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKL0304421033A1,NECIBLOK SUSP 100 ML,30,PC,87135,1,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0304421302A1,OSCAL KAP 0.5 MCG 30`S,0,PC,255300,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
DKL0304422901A1,FLUIMUCIL 200 MG CAP 60`S,0,BOX,365190,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
DKL0308508438A1,BINTAMOX DRY SYR (1 CTN = 50),14,PC,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0309214029A1,ORSADERM CREAM 5 GR,0,TUBE,0,1,4175,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0309214201A1,LOKEV,733,BOX,0,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0310707115A1,NADIFEN 50 MG TAB *NORETUR*,2,BOX,31080,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0
DKL0310707346A1,GENTACID TM 5 ML *NORETUR*,40,PC,11100,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0310804629A1,LICOGENTA CREAM 5 GR,89,PC,0,1,4200,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0310804829A1,KEMIDERM CREAM 5 GR,0,PC,0,1,6357,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0310805229A1,BERLOSON-N CREAM 5 GR,447,TUBE,0,1,6100,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0311636210B1,METRIX 2 MG 30`S,0,BOX,192030,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0
DKL0311636403A1,LANCID 30 MG 20`S,0,BOX,449550,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0
DKL0316907438A1,OMEMOX DRY SYRUP 60 ML**,0,PC,0,1,3784,0,72,3734,0,0,0,0,0,0,0,0,0,0
DKL0318706110A1,PLETAAL 50 MG TAB 100`S,0,BOX,989107,1,0,8,2,0,10,0,0,0,0,0,0,0,0,0
DKL0318706110B1,PLETAAL 100 MG TAB 30`S,0,BOX,448636,1,0,35,2,0,37.5,0,0,0,0,0,0,0,0,0
DKL0323406004A1,MEXON KAPLET 100`S,186,BOX,0,1,24825,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0328603528A1,MEDIKLIN TR 0.025% GEL 15G UNGU,351,PC,53058,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0328603629A1,MOFACORT 0.1% CRM 5G / K,0,PC,40626,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0328603629A2,MOFACORT 0.1% CRM 10G / B,1,PC,77589,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
DKL0328603729A1,DESOLEX N CRM 10 G,99,PC,38295,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0331108237A,VOSEA SYRUP 30 ML NEW ( 1 CTN = 99 PC ),0,PCS,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0331108237A1,VOSEA SYR 30 ML,0,PC,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0331903817A1,PLANOTAB 20`S,0,BOX,0,1,96500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0333304915A1,MINIASPI 80 MG TAB 100`S,0,BOX,50117,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
DKL0333304915A2,MINIASPI 80 MG TAB 100`S NEW *NORETUR*,0,BOX,50117,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
DKL0334001610A1,NOVAGYL 500 MG TAB 100`S *NO RETUR*,0,BOX,0,1,22000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0334001904A1,NOVADEX 0.5 MG KAP 200`S*NO RETUR*,47,BOX,0,1,19773,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0334001904B1,NOVADEX 0.75 MG KAP 200`S *NO RETUR*,2,BOX,0,1,22700,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0334002201A1,NOVAXICAM 20 MG KAPSUL *NO RETUR*,67,BOX,0,1,24750,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0404129133A1,ULSAFATE SUSP 100 ML,320,PC,61050,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
DKL0404129133A2,ULSAFATE SUSP 200 ML,11,PC,96154,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKL0405036982A1,VOMETA FT 10 MG 50`S *NORETUR*,2,BOX,277500,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DKL0406311646A1,ERLAMYCETINE +TM,0,PC,14826,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DKL0406311646A2,ERLAMYCETINE +TM CTN 144,2980,PC,14826,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214304A1,SELVIM 10 MG 50`S,426,BOX,0,1,16750,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214409A2,FLOXIFAR 500 MG 100`S,54,BOX,0,1,53750,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214504A1,HISTIGO KAP (IF),0,BOX,0,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214504A2,HISTIGO 100`S KAP (IF) NEW,0,BOX,0,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214736A1,CAZETIN DROPS,1495,PC,0,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0409214828A1,NEOCENTA CR GEL 15 GR (IF),499,PC,0,1,14000,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0410707429A,ZOLACORT CRM 5 GR *NORETUR*,52,TUBE,26640,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
DKL0410707529A1,SONIGEN CREAM 5 GR *NORETUR*,0,PC,16650,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
DKL0410707809A1,SPASHI PLUS KAP 100`S *NORETUR*,0,BOX,0,1,244200,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0410806001A1,LICOFEL 20 MG 100`S KAPSUL,0,BOX,0,1,21393,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0410806229A1,LICOVIR CREAM 5 GR,156,PC,0,1,4800,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0411634010B1,V-BLOC TAB 6.25 MG 30`S,7,BOX,116550,1,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0
DKL0415618133A1,NIFUDIAR SUSP 60 ML,97,PC,41070,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
DKL0416908037A1,OMEROXOL SYRUP 60 ML MUTIFA,0,PC,0,1,3835,0,50,3784,0,0,0,0,0,0,0,0,0,0
DKL0416908110A1,OMETILSON 4 MG 100`S TAB**,500,BOX,0,1,39500,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0423408210A1,CARMESON 4 TAB 100`S,207,BOX,0,1,37851,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0427912329A1,ZENSODERM CR 10 GR,0,TUBE,0,1,6200,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0427912329A2,ZENSODERM CR 10 GR NEW (1 CTN = 432 TUBE),1442,TUBE,0,1,6650,0,0,0,0,0,0,0,0,0,0,0,0,0
DKL0431407209A1,BIMASTAN 100`S,2,BOX,0,1,31500,0,0,0,0,0,0,0,0,0,0,0,0,0
